Scenario,Year,RegionNum,Geogr,SubDat,Fuel,Description,Unit,value
refnocpp,2027,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2027,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2028,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2028,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2029,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2029,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2030,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2030,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2031,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2031,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2032,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2032,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2033,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2033,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2034,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2034,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2035,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2035,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2036,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2036,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2037,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2037,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2038,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2038,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2039,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2039,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2040,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2040,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2041,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2041,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2042,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2042,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2043,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2043,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2044,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2044,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2045,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2045,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2046,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2046,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2047,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2047,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2048,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2048,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2049,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2049,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2050,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2050,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -,million short tons,0
refnocpp,2009,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -   FF,million short tons,0
refnocpp,2009,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -   FF,million short tons,0
refnocpp,2010,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -   FF,million short tons,0
refnocpp,2010,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -   FF,million short tons,0
refnocpp,2011,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -   FF,million short tons,0
refnocpp,2011,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -   FF,million short tons,0
refnocpp,2012,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -   FF,million short tons,0
refnocpp,2012,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -   FF,million short tons,0
refnocpp,2013,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -   FF,million short tons,0
refnocpp,2013,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -   FF,million short tons,0
refnocpp,2014,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -   FF,million short tons,0
refnocpp,2014,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -   FF,million short tons,0
refnocpp,2015,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -   FF,million short tons,0
refnocpp,2015,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -   FF,million short tons,0
refnocpp,2016,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -   FF,million short tons,0
refnocpp,2016,2,florida reliability coordinating council,sulfur dioxide,coal,Coal for units characterized as B100 D_scb-CSE-   -   FF,million short tons,0
refnocpp,2017,2,florida reliability coordinating council,nitrogen oxide,coal,Coal for units characterized as B100 D_scb-CSE-   -   FF,million short tons,0
